CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
7654,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5
7655,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,6
7656,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,7
7657,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
7658,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3
7659,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,7
7660,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,6
7661,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,7
7662,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,5
7663,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,7
7664,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,5
7665,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,6
7666,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,5
7667,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,6
7668,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3
7669,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,8
7670,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,7
7671,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,3
7672,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,7
7673,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,6
7674,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,6
7675,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,7
7676,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,8
7677,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,7
7678,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,4
7679,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,6
7680,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,6
7681,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,6
7682,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,7
7683,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,5
7684,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,5
7685,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,4
7686,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,7
7687,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,4
7688,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,7
7689,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,4
7690,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,5
7691,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,7
7692,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,7
7693,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4
7694,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,6
7695,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,4
7696,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,5
7697,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3
7698,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,4
7699,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,3
7700,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,6
7701,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,6
7702,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,3
7703,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,6
7704,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,5
7705,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4
7706,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,7
7707,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,7
7708,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,7
7709,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,6
7710,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,6
7711,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,4
7712,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,3
7713,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,5
7714,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,4
7715,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,5
7716,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,8
7717,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,5
7718,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,5
7719,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,6
7720,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,3
7721,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,6
7722,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,7
7723,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,8
7724,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,3
7725,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,7
7726,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,3
7727,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,7
7728,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,6
7729,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,5
7730,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,6
7731,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4
7732,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,8
7733,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4
7734,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,8
7735,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,4
7736,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,5
7737,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,8
7738,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,7
7739,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,5
7740,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,8
7741,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,7
7742,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,5
7743,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,7
7744,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,5
7745,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,6
7746,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,5
7747,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4
7748,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,4
7749,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,7
7750,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,5
7751,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,8
7752,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,8
7753,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,6
7754,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,5
7755,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,4
7756,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,4
7757,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,9
7758,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,3
7759,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2
7760,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,6
7761,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2
7762,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,5
7763,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,8
7764,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,7
7765,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4
7766,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,6
7767,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,8
7768,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,5
7769,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,4
7770,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,7
7771,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,7
7772,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
7773,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,7
7774,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,6
7775,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2
7776,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,3
7777,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
7778,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,7
7779,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,5
7780,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,6
7781,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,4
7782,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,7
7783,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,6
7784,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,6
7785,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,2
7786,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,6
7787,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,2
7788,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
7789,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,4
7790,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,4
7791,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,5
7792,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,6
7793,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,5
7794,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,6
7795,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,4
7796,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,6
7797,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,4
7798,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,5
7799,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,6
7800,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,4
7801,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4
7802,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,6
7803,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,7
7804,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,5
7805,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,4
7806,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
7807,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,7
7808,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,4
7809,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,6
7810,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2
7811,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,3
7812,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,4
7813,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,5
7814,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,5
7815,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,4
7816,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,4
7817,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,6
7818,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,7
7819,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,7
7820,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,6
7821,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,8
7822,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,4
7823,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,7
7824,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,4
7825,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7826,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,6
7827,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,7
7828,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4
7829,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,5
7830,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,5
7831,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,7
7832,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,7
7833,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,6
7834,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,3
7835,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,6
7836,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2
7837,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
7838,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,5
7839,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,6
7840,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4
7841,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,4
7842,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,4
7843,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,4
7844,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,7
7845,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,5
7846,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,5
7847,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,5
7848,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,6
7849,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,8
7850,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,5
7851,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,8
7852,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,5
7853,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,6
7854,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,8
7855,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,5
7856,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,5
7857,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,5
7858,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,7
7859,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,5
7860,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5
7861,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,6
7862,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,8
7863,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,8
7864,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,5
7865,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,6
7866,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,5
7867,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7
7868,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6
7869,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,4
7870,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,4
7871,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,7
7872,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,8
7873,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,8
7874,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,6
7875,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,5
7876,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,4
7877,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,5
7878,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,7
7879,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,3
7880,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,4
7881,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,6
7882,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,4
7883,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5
7884,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,7
7885,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,6
7886,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3
7887,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,6
7888,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,7
7889,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,5
7890,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4
7891,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,6
7892,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,7
7893,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,7
7894,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,5
7895,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,6
7896,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,6
7897,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,5
7898,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,7
7899,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,6
7900,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,2
7901,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,4
7902,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
7903,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,5
7904,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,7
7905,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,4
7906,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3
7907,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2
7908,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,4
7909,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,6
7910,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,6
7911,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,6
7912,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,7
7913,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,4
7914,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
7915,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,5
7916,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,5
7917,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,5
7918,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5
7919,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,4
7920,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,4
7921,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,5
7922,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,6
7923,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,3
7924,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,4
7925,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5
7926,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,6
7927,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4
7928,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,4
7929,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2
7930,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,7
7931,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4
7932,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,5
7933,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,4
7934,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,3
7935,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,4
7936,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,6
7937,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,5
7938,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,7
7939,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3
7940,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,7
7941,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,7
7942,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,8
7943,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,6
7944,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,5
7945,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,4
7946,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,6
7947,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,5
7948,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,4
7949,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,5
7950,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,5
7951,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,2
7952,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,8
7953,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,7
7954,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,4
7955,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,7
7956,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,6
7957,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,3
7958,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4
7959,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,6
7960,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,4
7961,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,5
7962,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,5
7963,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,8
7964,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,6
7965,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,4
7966,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,7
7967,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,6
7968,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,6
7969,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,4
7970,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,4
7971,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,7
7972,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,5
7973,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,6
7974,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,4
7975,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,6
7976,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,5
7977,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,5
7978,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5
7979,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,7
7980,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,5
7981,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,6
7982,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,5
7983,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2
7984,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,4
7985,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,6
7986,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,6
7987,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7
7988,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,8
7989,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,5
7990,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,5
7991,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3
7992,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
7993,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,5
